,Name,Fibre Volume Fraction,Material,Test type,"smax,static","smax, fatigue",epsstatic,epsfatigue,Ncycles,Eit,Eic
931,GEV208_I1000_0005,52.44,GE1,STT,111.10795091430016,,,,1.0,13.79,
932,GEV208_I1000_0004,52.44,GE1,STT,111.77878942404959,,,,1.0,13.96,
933,GEV208_I1000_0003,52.44,GE1,STT,109.97043091132595,,,,1.0,14.15,
934,GEV208_I1000_0002,52.44,GE1,STT,114.03466516842543,,,,1.0,14.26,
935,GEV208_I1000_0001,52.44,GE1,STT,111.00245349666778,,,,1.0,14.42,
936,GEV207_R0410_0010,54.622329345407046,GE1,STC,-440.21960682842683,,-1.8237,,1.0,,29.33
937,GEV207_R0410_0008,54.622329345407046,GE1,STC,-428.5992468459742,,-1.7366,,1.0,,29.67
938,GEV207_R0410_0007,54.622329345407046,GE1,STC,-414.21676173760414,,-1.5783,,1.0,,30.19
939,GEV207_R0410_0006,54.622329345407046,GE1,STC,-435.3994032358268,,-1.7219,,1.0,,30.2
940,GEV207_R0460_0009,51.25,GE1,STC,-245.86623992715076,,-1.8374,,1.0,,18.9
941,GEV207_R0460_0008,51.25,GE1,STC,-252.8032092663756,,-1.896,,1.0,,19.3
942,GEV207_R0460_0007,51.25,GE1,STC,-260.4497501751721,,-1.9394,,1.0,,19.46
943,GEV207_R0460_0006,51.25,GE1,STC,-246.4726309037425,,-1.9068,,1.0,,18.84
947,GEV213_R0310_0005,56.59,GE1,STT,390.21017330034545,,1.509,,1.0,35.87,
949,GEV213_R0310_0003,56.59,GE1,STT,388.9308567365801,,1.446,,1.0,37.89,
950,GEV213_R0310_0002,56.59,GE1,STT,416.3183755020489,,1.8425,,1.0,35.98,
951,GEV213_R0310_0001,56.59,GE1,STT,391.7827392102322,,1.4625,,1.0,37.24,
952,GEV207_R0460_0010,51.25,GE1,STC,-248.28400307956656,,-1.8727,,1.0,,19.24
953,GEV207_R0410_0009,54.622329345407046,GE1,STC,-445.367926491215,,-1.7522,,1.0,,30.28
954,GEV207_R0410_0005,54.622329345407046,GE1,STT,495.68549327620116,,2.3004,,1.0,28.88,
955,GEV207_R0410_0004,54.622329345407046,GE1,STT,486.7483511350696,,2.1902,,1.0,28.9,
956,GEV207_R0410_0003,54.622329345407046,GE1,STT,507.41130492631027,,2.1651,,1.0,29.26,
957,GEV207_R0410_0002,54.622329345407046,GE1,STT,464.3164551268069,,2.0006,,1.0,28.95,
958,GEV207_R0410_0001,54.622329345407046,GE1,STT,479.60683106330964,,2.1103,,1.0,28.95,
959,GEV213_R0310_0010,56.59,GE1,STC,-380.9608656768583,,-1.715,,1.0,,35.43
960,GEV213_R0310_0009,56.59,GE1,STC,-372.21280119447584,,-1.2419,,1.0,,37.03
961,GEV213_R0310_0008,56.59,GE1,STC,-376.2560919263372,,-1.5239,,1.0,,36.19
962,GEV213_R0310_0007,56.59,GE1,STC,-383.3145482353541,,-1.5173,,1.0,,35.91
963,GEV213_R0310_0006,56.59,GE1,STC,-382.2675556308123,,-1.3336,,1.0,,36.75
964,GEV207_R0460_0005,51.25,GE1,STT,186.60449127704354,,1.989,,1.0,18.53,
965,GEV207_R0460_0004,51.25,GE1,STT,206.03157586435327,,2.25,,1.0,18.38,
966,GEV207_R0460_0003,51.25,GE1,STT,198.1674472403972,,2.13,,1.0,18.25,
967,GEV207_R0460_0002,51.25,GE1,STT,196.43566299896463,,1.99,,1.0,18.07,
968,GEV207_R0460_0001,51.25,GE1,STT,193.63833143779522,,2.069,,1.0,18.37,
969,GEV213_R0360_0021,56.59,GE1,STT,78.46902174030691,,0.8741,,1.0,14.13,
970,GEV213_R0360_0010,56.59,GE1,STC,-153.0066740189606,,-2.813,,1.0,,13.9
971,GEV213_R0360_0009,56.59,GE1,STC,-155.6713655257016,,-2.432,,1.0,,14.23
972,GEV213_R0360_0008,56.59,GE1,STC,-150.58869116511858,,-2.312,,1.0,,13.23
973,GEV213_R0360_0007,56.59,GE1,STC,-156.03404347652963,,-2.27,,1.0,,13.38
974,GEV213_R0360_0006,56.59,GE1,STC,-156.80078421965058,,-2.581,,1.0,,13.55
975,GEV213_R0360_0005,56.59,GE1,STT,67.98175926516791,,0.7228,,1.0,13.67,
976,GEV213_R0360_0004,56.59,GE1,STT,71.68580466050612,,0.7841,,1.0,13.38,
977,GEV213_R0360_0003,56.59,GE1,STT,70.87682206924657,,0.8059,,1.0,13.06,
978,GEV213_R0360_0002,56.59,GE1,STT,72.16465988677324,,0.8226,,1.0,13.25,
1073,GEV207_S0300_0107,,GE1,STT,541.241890639481,,2.1,,1.0,30.03,
1074,GEV207_S0300_0106,,GE1,STT,574.8299319727892,,2.17,,1.0,29.481,
1075,GEV207_S0300_0105,,GE1,STT,543.2354417670683,,2.13,,1.0,29.861,
1076,GEV207_S0300_0104,,GE1,STT,556.4131526104418,,2.16,,1.0,29.749,
1077,GEV207_S0300_0103,,GE1,STT,531.8504788384307,,2.08,,1.0,30.142,
1078,GEV207_S0300_0102,,GE1,STT,588.9558232931727,,2.18,,1.0,29.032,
1079,GEV206_I1290_0017,51.44985978303719,GE1,STC,-151.06,,-2.498495551786364,,1.0,,12.904897429538849
1080,GEV206_I1290_0013,51.44985978303719,GE1,STC,-163.03,,-2.730018216722189,,1.0,,13.107819502973172
1081,GEV206_I1290_0011,51.44985978303719,GE1,STC,-155.12,,-2.919973050584519,,1.0,,12.967200628096712
1082,GEV206_I1290_0010,51.44985978303719,GE1,STC,-154.26,,-2.2341070786808177,,1.0,,13.043068911664271
1083,GEV206_I1290_0003,51.44985978303719,GE1,STC,-158.9,,-2.2471809064501613,,1.0,,14.480942541814684
1084,GEV206_I1290_0016,51.44985978303719,GE1,STC,-150.45,,-3.0064132159581605,,1.0,,13.352696368067459
1085,GEV206_I1290_0012,51.44985978303719,GE1,STC,-143.97,,-3.2721110281400776,,1.0,,11.138502552076503
1086,GEV207_I1190_0011,51.58678002632394,GE1,STT,135.57,,1.7642618965949128,,1.0,15.779743690586784,
1087,GEV207_I1190_0009,51.58678002632394,GE1,STT,140.0,,2.9042433624407,,1.0,14.372981201187386,
1088,GEV207_I1190_0008,51.58678002632394,GE1,STT,135.42,,2.4287712518245943,,1.0,12.462046277242703,
1089,GEV207_I1190_0006,51.58678002632394,GE1,STT,134.3,,2.4203430686285277,,1.0,13.444881116431024,
1090,GEV207_I1190_0004,51.58678002632394,GE1,STT,137.64,,2.287692605145664,,1.0,12.126614216037998,
1091,GEV207_I1190_0015,51.58678002632394,GE1,STT,135.85,,2.728620245688096,,1.0,14.55550485819136,
1092,GEV207_I1190_0012,51.58678002632394,GE1,STT,135.62,,3.03301169600346,,1.0,13.488968000531196,
1093,GEV207_I1190_0002,51.58678002632394,GE1,STT,135.85,,3.0137069196629196,,1.0,13.5907781122118,
1094,GEV206_I1200_0013,54.149736907570706,GE1,STC,-639.0,,-1.8273079516346342,,1.0,,35.399873123583234
1095,GEV206_I1200_0009,54.149736907570706,GE1,STC,-609.0,,-1.5885962439909997,,1.0,,35.86814059128037
1096,GEV206_I1200_0008,54.149736907570706,GE1,STC,-602.0,,-1.5460421902776322,,1.0,,36.97895587184064
1097,GEV206_I1200_0007,54.149736907570706,GE1,STC,-532.0,,-1.3924568384922826,,1.0,,38.28479353851954
1098,GEV206_I1200_0006,54.149736907570706,GE1,STC,-576.0,,-1.6481798028636114,,1.0,,34.61175674328757
1099,GEV206_I1200_0012,54.149736907570706,GE1,STC,-462.0,,-1.2926322056872026,,1.0,,36.20489966508269
1100,GEV206_I1200_0011,54.149736907570706,GE1,STC,-440.0,,-1.0436725938867948,,1.0,,36.15996497448801
1101,GEV206_I1200_0002,54.149736907570706,GE1,STC,-653.0,,-1.224070824711841,,1.0,,37.60405394142011
1109,GEV208_I1000_0046,52.78,GE1,CA,,89.75094035295527,,0.8994943333,942.0,14.51,
1110,GEV208_I1000_0045,52.78,GE1,CA,,48.38886707784012,,0.312209,1055861.0,15.59,
1111,GEV208_I1000_0044,52.78,GE1,CA,,67.30919327539492,,0.5177975,28048.0,14.92,
1112,GEV208_I1000_0043,52.78,GE1,CA,,89.75007812360256,,0.869983,847.0,14.76,
1113,GEV208_I1000_0042,52.78,GE1,CA,,48.39796219106564,,0.344116,1151684.0,14.16,
1114,GEV208_I1000_0041,52.78,GE1,CA,,67.31286088328622,,0.531316,37031.0,14.71,
1115,GEV208_I1000_0040,52.78,GE1,CA,,67.31422685574391,,0.5339516666999999,25897.0,14.7,
1116,GEV208_I1000_0038,52.78,GE1,CA,,89.75464559919882,,0.8352002500000001,1013.0,15.31,
1117,GEV208_I1000_0037,52.78,GE1,CA,,50.99841527994985,,0.34941133329999996,409880.0,14.93,
1118,GEV208_I1000_0034,52.53,GE1,CA,,48.4044082347591,,0.3584,681733.0,14.06,
1119,GEV208_I1000_0033,52.53,GE1,CA,,67.31672485595861,,0.5379086666999999,33338.0,14.61,
1120,GEV208_I1000_0032,52.53,GE1,CA,,48.39637906396135,,0.323339,1163293.0,15.17,
1121,GEV208_I1000_0031,52.53,GE1,CA,,51.53257664047466,,0.386714,449282.0,14.2,
1122,GEV208_I1000_0030,52.53,GE1,CA,,67.30952719300026,,0.5475253333,32140.0,14.32,
1123,GEV208_I1000_0029,52.53,GE1,CA,,89.75628007756818,,0.778597,1815.0,15.69,
1124,GEV208_I1000_0028,52.53,GE1,CA,,89.74902751089655,,0.903266,693.0,14.92,
1125,GEV208_I1000_0026,52.53,GE1,CA,,48.40058596351045,,0.3257045,1102177.0,15.46,
1127,GEV213_R0390_0039,53.73,GE1,CA,52.98778973371014,17.689866620125798,,0.11850488888888999,2505205.0,14.74,15.02
1128,GEV213_R0390_0037,53.73,GE1,CA,,-113.8619261928212,,-0.891022,107930.0,,14.63
1129,GEV213_R0390_0047,53.73,GE1,CA,,-113.85736827219846,,-0.8899,150538.0,,14.93
1130,GEV213_R0390_0041,53.73,GE1,CA,,30.73983714486618,,0.2087487,145420.0,14.5,
1152,GEV206_R0300_0242,50.867503888592644,GE1,CA,,290.939077267975,,0.7293,526177.0,40.25,
1153,GEV206_R0300_0263,50.8175623622701,GE1,CA,,389.94868447105625,,0.9921,18764.0,39.886,
1154,GEV206_R0300_0249,50.867503888592644,GE1,CA,,293.16671804021536,,0.7218,533113.0,40.855,
1155,GEV206_R0300_0241,50.867503888592644,GE1,CA,,394.238069224878,,0.9984,22067.0,39.822,
1156,GEV206_R0300_0248,50.867503888592644,GE1,CA,,291.91859564957633,,0.7403,255280.0,39.746,
1157,GEV206_R0300_0264,50.8175623622701,GE1,CA,,399.90848900149933,,1.477,28601.0,39.134,
1158,GEV206_R0300_0260,50.8175623622701,GE1,CA,,496.5026161358933,,1.2823,3722.0,39.444,
1159,GEV206_R0300_0262,50.8175623622701,GE1,CA,,492.4105032918961,,1.2394,2522.0,40.53,
1160,GEV206_R0300_0261,50.8175623622701,GE1,CA,,500.67634246841794,,1.2679,2965.0,40.022,
1161,GEV206_R0300_0258,50.8175623622701,GE1,CA,,181.88019643941988,,0.4615,1795752.0,39.658,39.708
1162,GEV206_R0300_0257,50.8175623622701,GE1,CA,,178.42307456411802,,0.4508,1829136.0,39.798,39.926
1163,GEV206_R0300_0256,50.867503888592644,GE1,CA,,180.73389706649962,,0.4592,1488745.0,39.72,39.59
1164,GEV206_R0300_0255,50.867503888592644,GE1,CA,,262.51975190296724,,0.6729,3653.0,39.926,39.532
1165,GEV206_R0300_0254,50.867503888592644,GE1,CA,,267.8722546980929,,0.6747,66715.0,40.476,40.276
1166,GEV206_R0300_0253,50.867503888592644,GE1,CA,,266.43376743980366,,0.679,60877.0,40.007,40.205
1167,GEV206_R0300_0252,50.867503888592644,GE1,CA,,439.2551324937138,,1.126,428.0,40.072,40.024
1168,GEV206_R0300_0251,50.867503888592644,GE1,CA,,430.3059593864464,,1.1005,352.0,40.114,40.159
1169,GEV206_R0300_0250,50.867503888592644,GE1,CA,,415.5559223021649,,1.1052,252.0,39.8,39.56
1173,GEV207_R0400_0107,50.83954701453369,GE1,CA,,249.8265177216736,,0.9945782789017431,959.0,26.262,25.36
1174,GEV207_R0400_0106,50.83954701453369,GE1,CA,,124.96615499968759,,0.46849343858878567,1100000.0,27.399,27.059
1175,GEV207_R0400_0105,50.83954701453369,GE1,CA,,108.43236320504379,,0.40123839558387975,1590000.0,27.816,27.581
1176,GEV207_R0400_0104,50.83954701453369,GE1,CA,,150.13572269331476,,0.585923591214961,4595.0,26.635,26.144
1177,GEV207_R0400_0103,50.83954701453369,GE1,CA,,149.95561313851098,,0.5757626303774138,1822.0,27.15,26.605
1178,GEV207_R0400_0298,52.984749727966246,GE1,CA,,-271.4754177708402,,-0.9933975199920468,74741.0,,28.688076096867615
1179,GEV207_R0400_0309,52.984749727966246,GE1,CA,,-294.11170420765745,,-1.1035724307803627,5538.0,,28.654316501425438
1180,GEV207_R0400_0565,54.10508239335008,GE1,CA,,-277.85997662766266,,-0.9457699523431481,876261.0,,31.13
1182,GEV207_R0400_0303,52.984749727966246,GE1,CA,,-293.64493547311776,,-1.086204627727909,53888.0,,28.712713127295046
1183,GEV207_R0400_0304,52.984749727966246,GE1,CA,,-339.45489921959876,,-1.2707020870889165,1986.0,,28.75496229908763
1184,GEV207_R0400_0302,52.984749727966246,GE1,CA,,-269.01442895573484,,-1.0062222207690232,735964.0,,28.422470414277274
1185,GEV207_R0400_0301,52.984749727966246,GE1,CA,,-294.0938193238165,,-1.1124743797182464,20876.0,,28.163532003561613
1186,GEV207_R0400_0312,52.984749727966246,GE1,CA,,-337.1391641533822,,-1.29946782388867,1540.0,,27.985136056485278
1187,GEV207_R0400_0311,52.984749727966246,GE1,CA,,-264.98398657922826,,-0.9892751312501398,4744812.0,,28.541537703750322
1188,GEV207_R0400_0308,52.984749727966246,GE1,CA,,-324.9958886062285,,-1.2123143039686977,2303.0,,28.316154957457396
1189,GEV207_R0400_0310,52.984749727966246,GE1,CA,,-274.98876689559677,,-1.0289885189277046,231071.0,,28.57589843734706
1190,GEV207_R0400_0307,52.984749727966246,GE1,CA,,-299.9867847231399,,-1.1228685543979784,16743.0,,28.223401660629975
1191,GEV207_R0400_0306,52.984749727966246,GE1,CA,,-299.97458855887237,,-1.1162344740069015,4206.0,,28.84900104198055
1192,GEV207_R0400_0314,52.984749727966246,GE1,CA,,-350.00164165873196,,-1.33831629066889,917.0,,28.471220628347893
1193,GEV207_R0400_0313,52.984749727966246,GE1,CA,,-249.98472049287494,,-0.9420127378565578,10173865.0,,28.016317516235574
1198,GEV207_I1290_0016,52.517611085265685,GE1,STC,-198.28,,-3.8461538461538463,0.0,1.0,,14.443487220696724
1199,GEV207_I1290_0010,52.517611085265685,GE1,STC,-196.41,,-3.7503484237387057,0.0,1.0,,14.154345246030122
1200,GEV207_I1290_0007,52.517611085265685,GE1,STC,-196.87,,-3.1422213130505394,0.0,1.0,,12.7543418793516
1201,GEV207_I1200_0016,49.59625329106762,GE1,STC,-438.19,,-1.8875270005525695,0.0,1.0,,27.63649080015584
1202,GEV207_I1200_0015,49.59625329106762,GE1,STC,-440.64,,-1.8009702064143607,0.0,1.0,,26.283962278949996
1203,GEV207_I1200_0013,49.59625329106762,GE1,STC,-430.15700000000004,,-1.637770466622548,0.0,1.0,,26.21148831905851
1204,GEV207_I1200_0012,49.59625329106762,GE1,STC,-477.35,,-2.005823205961809,0.0,1.0,,27.60447476587563
1205,GEV207_I1200_0011,49.59625329106762,GE1,STC,-463.36,,-1.8480057477807832,0.0,1.0,,25.978928404334184
1206,GEV207_I1200_0009,49.59625329106762,GE1,STC,-447.04,,-1.7472483334368263,0.0,1.0,,27.097810090671288
1207,GEV207_I1200_0008,49.59625329106762,GE1,STC,-439.22,,-1.9570163872964528,0.0,1.0,,26.487594264153117
1261,GEV213_R0390_0284,55.05,GE1,STT,54.32708460889182,,,,1.0,14.75,
1262,GEV213_R0390_0283,55.05,GE1,STT,58.11347776072916,,,,1.0,15.28,
1263,GEV213_R0390_0275,55.05,GE1,STT,50.91663585487466,,,,1.0,13.9,
1264,GEV213_R0390_0273,55.05,GE1,STT,53.32656884947972,,,,1.0,14.23,
1265,GEV213_R0390_0272,55.05,GE1,STT,53.090076053198814,,,,1.0,13.74,
1266,GEV213_R0300_0006,0.0,GE1,STC,-545.0790386391753,,-1.365,,1.0,,41.43
1267,GEV213_R0300_0004,0.0,GE1,STC,-618.2915306433625,,-1.501,,1.0,,41.9
1268,GEV213_R0300_0003,0.0,GE1,STC,-606.6197331873657,,-1.47,,1.0,,42.11
1269,GEV213_R0300_0002,0.0,GE1,STC,-557.6599619121758,,-1.3759,,1.0,,41.13
1270,GEV213_R0300_0001,0.0,GE1,STC,-559.4203847975732,,-1.3083,,1.0,,42.1
1271,GEV213_R0360_0014,56.59,GE1,CA,,34.9947151596765,,0.23778400000000002,229729.0,13.05,
1272,GEV213_R0300_0011,0.0,GE1,CA,,-474.0019841272567,,-1.151391,78266.0,,41.36
1273,GEV213_R0300_0010,0.0,GE1,CA,,-474.0038214145552,,-1.142213,18595.0,,41.97
1274,GEV213_R0390_0107,56.66,GE1,CA,,17.69038350246824,,0.10725499999999999,470047.0,16.06,16.22
1275,GEV213_R0390_0105,56.66,GE1,CA,,47.99806088843966,,0.31663600000000003,4.0,15.64,
1276,GEV213_R0390_0104,56.66,GE1,CA,,48.00252492652398,,0.33557875,83.0,14.92,
1277,GEV213_R0390_0103,56.66,GE1,CA,,48.00128404688776,,0.33714299999999997,113.0,14.93,
1278,GEV213_R0390_0102,56.66,GE1,CA,,47.99994998702788,,0.32973674999999997,756.0,15.13,
1279,GEV213_R0390_0101,56.66,GE1,CA,,47.99842321578907,,0.3344885555,836.0,15.02,
1280,GEV213_R0300_0007,0.0,GE1,CA,,-485.09551572934544,,-1.185764,80.0,,41.43
1281,GEV213_R0300_0005,0.0,GE1,CA,,-504.7945668399888,,-1.244207,875.0,,41.02
1282,GEV213_R0390_0063,53.73,GE1,CA,,26.290099907689548,,,47141.0,,
1285,GEV207_R0460_0020,51.25,GE1,CA,,113.43586413004319,,0.73885225,1616.0,18.55,16.27
1286,GEV207_R0460_0019,51.25,GE1,CA,,113.43409370052218,,0.733542,1587.0,18.97,16.49
1287,GEV207_R0460_0018,51.25,GE1,CA,,113.43131231526138,,0.7422652,1601.0,18.39,16.16
1288,GEV207_R0460_0017,51.25,GE1,CA,,113.43153860968589,,0.7339905,1297.0,19.08,16.45
1289,GEV207_R0460_0016,51.25,GE1,CA,,95.21583159806175,,0.5735576667000001,6177.0,18.8,17.29
1291,GEV213_R0390_0045,53.73,GE1,CA,,31.49575657846733,,0.20919200000000002,90546.0,14.43,
1292,GEV213_R0360_0019,56.59,GE1,CA,,54.346478955698025,,0.41588400000000003,3964.0,14.62,
1293,GEV213_R0360_0018,56.59,GE1,CA,,54.34588457500181,,0.43712475000000006,2416.0,13.93,
1294,GEV213_R0360_0017,56.59,GE1,CA,,54.3465398208089,,0.42393100000000006,3972.0,14.49,
1295,GEV213_R0360_0016,56.59,GE1,CA,,54.34624221730803,,0.45639399999999997,3709.0,13.55,
1296,GEV213_R0360_0015,56.59,GE1,CA,,54.34624221730802,,0.43837725,2358.0,13.87,
1297,GEV213_R0310_0020,56.59,GE1,CA,,282.918608033559,,0.8797940000000001,1194.0,36.4,
1298,GEV213_R0310_0019,56.59,GE1,CA,,283.029951040931,,0.8984888889,1362.0,36.31,
1299,GEV213_R0310_0016,56.59,GE1,CA,,282.91722403047334,,0.904301,1533.0,36.66,
1300,GEV213_R0310_0018,56.59,GE1,CA,,282.91808294309436,,0.894851625,1175.0,36.2,
1301,GEV213_R0310_0017,56.59,GE1,CA,,282.91711065904616,,0.9194106667,1033.0,36.71,
1302,GEV213_R0390_0061,53.73,GE1,CA,,31.09884680330502,,,35879.0,,
1303,GEV213_R0390_0082,53.73,GE1,CA,,31.117063836029285,,,54558.0,,
1304,GEV213_R0390_0044,53.73,GE1,CA,,31.09857081518739,,0.22193800000000002,155609.0,13.88,
1325,GEV207_I1100_0002,52.061892047242935,GE1,STT,471.3764659,,2.136180791364896,0.0,1.0,25.679538624796937,
1326,GEV207_I1100_0013,52.061892047242935,GE1,STT,459.45686699999993,,2.0233220036557373,0.0,1.0,25.950208280559657,
1327,GEV207_I1100_0012,52.061892047242935,GE1,STT,465.6427775000001,,2.1348367922970346,0.0,1.0,24.59330109344693,
1328,GEV207_I1100_0004,52.061892047242935,GE1,STT,452.4379708000001,,2.083839495236669,0.0,1.0,25.121180794680797,
1329,GEV207_I1100_0014,52.061892047242935,GE1,STT,471.5497202,,2.236688818720881,0.0,1.0,26.66014171894343,
1330,GEV207_I1100_0009,52.061892047242935,GE1,STT,452.70975219999997,,2.267254456280107,0.0,1.0,26.820484477291114,
1331,GEV207_I1100_0003,52.061892047242935,GE1,STT,455.4812741,,2.018797127114445,0.0,1.0,26.403446261486742,
1332,GEV206_I1100_0011,52.57778561074821,GE1,STT,685.3029999999999,,1.98836566270918,0.0,1.0,38.16018131678446,
1333,GEV206_I1100_0010,52.57778561074821,GE1,STT,714.4998659,,2.174636314369323,0.0,1.0,40.16529390436124,
1334,GEV206_I1100_0005,52.57778561074821,GE1,STT,664.1976718,,1.9197769680279702,0.0,1.0,38.3657789184646,
1335,GEV206_I1100_0003,52.57778561074821,GE1,STT,676.1045844000001,,2.044454176518336,0.0,1.0,37.85762173948779,
1336,GEV206_I1100_0016,52.57778561074821,GE1,STT,727.0560315,,2.128603474535663,0.0,1.0,36.94375390687607,
1337,GEV206_I1100_0013,52.57778561074821,GE1,STT,711.2821010000001,,1.9509599614351407,0.0,1.0,36.89982990759354,
1338,GEV206_I1100_0004,52.57778561074821,GE1,STT,700.8086253000001,,1.8795086992234793,0.0,1.0,38.12231845855502,
1339,GEV206_I1190_0016,54.56900941371934,GE1,STT,54.50689176999999,,0.5651276036148564,0.0,1.0,12.692179464723374,
1340,GEV206_I1190_0014,54.56900941371934,GE1,STT,57.26539413,,0.589517611784398,0.0,1.0,12.931872650698114,
1341,GEV206_I1190_0013,54.56900941371934,GE1,STT,58.37678591,,0.6161822119417197,0.0,1.0,12.232196494240522,
1342,GEV206_I1190_0009,54.56900941371934,GE1,STT,53.83964786999999,,0.5249268007787266,0.0,1.0,12.322543644142844,
1343,GEV206_I1190_0004,54.56900941371934,GE1,STT,55.755194,,0.5569150270609937,0.0,1.0,12.149699526029742,
1344,GEV206_I1160_0008,50.13672113310992,GE1,STT,,,,,1.0,,
1345,GEV206_I1160_0006,50.13672113310992,GE1,STT,,,,,1.0,,
1346,GEV206_I1160_0005,50.13672113310992,GE1,STT,,,,,1.0,,
1347,GEV206_I1160_0004,50.13672113310992,GE1,STT,,,,,1.0,,
1348,GEV206_I1160_0003,50.13672113310992,GE1,STT,,,,,1.0,,
1349,GEV206_I1160_0002,50.13672113310992,GE1,STT,,,,,1.0,,
1350,GEV206_I1160_0001,50.13672113310992,GE1,STT,,,,,1.0,,
1351,GEV207_I1190_0016,51.58678002632394,GE1,STT,136.9069271,,1.6490734241847602,0.0,1.0,13.739567786491886,
1352,GEV207_I1190_0014,51.58678002632394,GE1,STT,136.3010417,,1.7416651754788677,0.0,1.0,14.373341578162178,
1353,GEV207_I1190_0013,51.58678002632394,GE1,STT,134.30580009999997,,1.790119573000371,0.0,1.0,14.767743563414035,
1354,GEV207_I1190_0010,51.58678002632394,GE1,STT,135.715964,,1.7460496090358613,0.0,1.0,13.592042242653145,
1355,GEV207_I1190_0005,51.58678002632394,GE1,STT,135.881193,,2.5953237314896414,0.0,1.0,14.182048620140066,
1356,GEV207_I1190_0003,51.58678002632394,GE1,STT,139.541,,2.893340402343408,0.0,1.0,13.341263393286946,
1357,GEV207_I1190_0001,51.58678002632394,GE1,STT,134.69178700000003,,2.759846790481695,0.0,1.0,14.20627685213373,
1358,GEV207_I1200_0017,49.59625329106762,GE1,STC,-429.5705800999999,,-1.6859290148812107,0.0,1.0,,26.06732292079208
1359,GEV207_I1200_0014,49.59625329106762,GE1,STC,-448.6127255999999,,-1.9833089337117038,0.0,1.0,,25.754595367713584
1360,GEV207_I1200_0010,49.59625329106762,GE1,STC,-452.6353654,,-1.8423792779054264,0.0,1.0,,26.092930536411536
1361,GEV207_I1200_0006,49.59625329106762,GE1,STC,-474.43333540000003,,-1.7821047780648795,0.0,1.0,,28.27934275790639
1362,GEV207_I1200_0005,49.59625329106762,GE1,STC,-466.4028577000001,,-2.0283271376047414,0.0,1.0,,25.105547668115488
1363,GEV207_I1200_0002,49.59625329106762,GE1,STC,-434.4633834,,-1.7952997659192764,0.0,1.0,,26.186159854730654
1364,GEV207_I1200_0001,49.59625329106762,GE1,STC,-463.0763382,,-1.9213605468864934,0.0,1.0,,27.53669237869914
1365,GEV206_I1200_0016,54.149736907570706,GE1,STC,-625.109568,,-1.8442676856016926,0.0,1.0,,38.07966060896439
1366,GEV206_I1200_0015,54.149736907570706,GE1,STC,-602.494805,,-1.8894136715139835,0.0,1.0,,39.339904172899196
1367,GEV206_I1200_0014,54.149736907570706,GE1,STC,-650.2818022999999,,-1.714260553136416,0.0,1.0,,39.194695923437465
1368,GEV206_I1200_0005,54.149736907570706,GE1,STC,-619.3235476999998,,-1.7359330074896873,0.0,1.0,,38.101491941437104
1369,GEV206_I1200_0004,54.149736907570706,GE1,STC,-606.5093918,,-1.522346352210449,0.0,1.0,,40.24644674885569
1370,GEV206_I1200_0003,54.149736907570706,GE1,STC,-437.5065764000001,,-1.14685465108003,0.0,1.0,,38.314299816910214
1371,GEV206_I1200_0001,54.149736907570706,GE1,STC,-553.24,,-1.4152433328114915,0.0,1.0,,39.426677493787324
1372,GEV206_I1290_0015,51.44985978303719,GE1,STC,-157.18588999999997,,-2.3161619472999604,0.0,1.0,,15.351268236192915
1373,GEV206_I1290_0008,51.44985978303719,GE1,STC,-152.8397,,-2.2490537708405016,0.0,1.0,,13.887606063550802
1374,GEV206_I1290_0007,51.44985978303719,GE1,STC,-160.028,,-2.4668855569843076,0.0,1.0,,14.265358978714904
1375,GEV206_I1290_0006,51.44985978303719,GE1,STC,-146.603,,-2.189277832138804,0.0,1.0,,14.176316926505397
1376,GEV206_I1290_0004,51.44985978303719,GE1,STC,-156.4129858,,-3.244708066062965,0.0,1.0,,14.749871475671576
1377,GEV206_I1290_0002,51.44985978303719,GE1,STC,-151.7826049,,-1.5109791620869273,0.0,1.0,,14.718473691793914
1378,GEV206_I1290_0001,51.44985978303719,GE1,STC,-158.335585,,-1.987074839533239,0.0,1.0,,14.266988024691962
1416,GEV207_R0460_0015,51.25,GE1,CA,,58.37423372410525,,0.335102,283412.0,17.26,18.38
1417,GEV207_R0460_0014,51.25,GE1,CA,,58.37610195712497,,0.3220685,353089.0,18.04,19.17
1418,GEV207_R0460_0013,51.25,GE1,CA,,58.376815839757604,,0.336545125,241253.0,17.04,18.19
1419,GEV207_R0460_0012,51.25,GE1,CA,,58.38021947205276,,0.33932199999999996,186756.0,17.1,18.2
1420,GEV207_R0460_0011,51.25,GE1,CA,,58.38171939265557,,0.33461399999999997,246717.0,17.36,18.44
1421,GEV213_R0360_0020,56.59,GE1,CA,,33.66634339408267,,0.239506,569373.0,13.06,
1422,GEV213_R0360_0013,56.59,GE1,CA,,33.69738024469482,,0.229167,350731.0,14.15,
1423,GEV213_R0390_0050,53.73,GE1,CA,,40.670940730079806,,0.284893,8165.0,14.26,
1424,GEV213_R0390_0048,53.73,GE1,CA,,40.669679789745516,,0.273439,8846.0,14.08,
1425,GEV213_R0390_0051,53.73,GE1,CA,,40.66919071054414,,0.285926,9836.0,14.5,
1426,GEV213_R0390_0049,53.73,GE1,CA,,17.6887855699545,,0.111529,5038477.0,14.64,14.93
1427,GEV213_R0390_0113,56.66,GE1,CA,,35.648345107835716,,0.23026,5010.0,15.1,15.83
